group_id,A,B,D,cardinality,synteny,group,chrs,origin
4810,TraesCS2A02G373100,TraesCS2B02G390200,TraesCS2D02G369300,01:01:01,syntenic,triad,2,ABD
4811,TraesCS2A02G373200,TraesCS2B02G390300,TraesCS2D02G369400,01:01:01,syntenic,triad,2,ABD
4812,TraesCS2A02G373300,TraesCS2B02G390400,TraesCS2D02G369500,01:01:01,syntenic,triad,2,ABD
4813,TraesCS2A02G373400,TraesCS2B02G390500,TraesCS2D02G369600,01:01:01,syntenic,triad,2,ABD
4814,TraesCS2A02G373500,TraesCS2B02G390600,TraesCS2D02G369700,01:01:01,syntenic,triad,2,ABD
4815,TraesCS2A02G373600,TraesCS2B02G390700,TraesCS2D02G369800,01:01:01,syntenic,triad,2,ABD
4816,TraesCS2A02G373700,TraesCS2B02G390800,TraesCS2D02G369900,01:01:01,syntenic,triad,2,ABD
4817,TraesCS2A02G373800,TraesCS2B02G391000,TraesCS2D02G370100,01:01:01,syntenic,triad,2,ABD
4818,TraesCS2A02G373900,TraesCS2B02G391100,TraesCS2D02G370200,01:01:01,syntenic,triad,2,ABD
4819,TraesCS2A02G374300,TraesCS2B02G391200,TraesCS2D02G370700,01:01:01,syntenic,triad,2,ABD
4820,TraesCS2A02G374400,TraesCS2B02G391400,TraesCS2D02G370800,01:01:01,syntenic,triad,2,ABD
4821,TraesCS2A02G374500,TraesCS2B02G391500,TraesCS2D02G370900,01:01:01,syntenic,triad,2,ABD
4822,TraesCS2A02G374600,TraesCS2B02G391600,TraesCS2D02G371000,01:01:01,syntenic,triad,2,ABD
4823,TraesCS2A02G374700,TraesCS2B02G391700,TraesCS2D02G371100,01:01:01,syntenic,triad,2,ABD
4824,TraesCS2A02G374800,TraesCS2B02G391800,TraesCS2D02G371200,01:01:01,syntenic,triad,2,ABD
4825,TraesCS2A02G375000,TraesCS2B02G391900,TraesCS2D02G371300,01:01:01,syntenic,triad,2,ABD
4826,TraesCS2A02G375300,TraesCS2B02G392400,TraesCS2D02G371700,01:01:01,syntenic,triad,2,ABD
4827,TraesCS2A02G375400,TraesCS2B02G392500,TraesCS2D02G371800,01:01:01,syntenic,triad,2,ABD
4828,TraesCS2A02G375700,TraesCS2B02G392600,TraesCS2D02G371900,01:01:01,syntenic,triad,2,ABD
4829,TraesCS2A02G375800,TraesCS2B02G392700,TraesCS2D02G372000,01:01:01,syntenic,triad,2,ABD
4830,TraesCS2A02G375900,TraesCS2B02G392800,TraesCS2D02G372100,01:01:01,syntenic,triad,2,ABD
4831,TraesCS2A02G376000,TraesCS2B02G392900,TraesCS2D02G372200,01:01:01,syntenic,triad,2,ABD
4832,TraesCS2A02G376200,TraesCS2B02G393000,TraesCS2D02G372300,01:01:01,syntenic,triad,2,ABD
4833,TraesCS2A02G376300,TraesCS2B02G393300,TraesCS2D02G372500,01:01:01,syntenic,triad,2,ABD
4834,TraesCS2A02G376400,TraesCS2B02G393900,TraesCS2D02G372800,01:01:01,syntenic,triad,2,ABD
4835,TraesCS2A02G376600,TraesCS2B02G393700,TraesCS2D02G373000,01:01:01,syntenic,triad,2,ABD
4836,TraesCS2A02G376700,TraesCS2B02G393600,TraesCS2D02G373100,01:01:01,syntenic,triad,2,ABD
4837,TraesCS2A02G377000,TraesCS2B02G394200,TraesCS2D02G373600,01:01:01,syntenic,triad,2,ABD
4838,TraesCS2A02G377100,TraesCS2B02G394300,TraesCS2D02G373700,01:01:01,syntenic,triad,2,ABD
4839,TraesCS2A02G377200,TraesCS2B02G394400,TraesCS2D02G373800,01:01:01,syntenic,triad,2,ABD
4840,TraesCS2A02G377400,TraesCS2B02G394500,TraesCS2D02G373900,01:01:01,syntenic,triad,2,ABD
4841,TraesCS2A02G377600,TraesCS2B02G394600,TraesCS2D02G374000,01:01:01,syntenic,triad,2,ABD
4842,TraesCS2A02G377800,TraesCS2B02G394800,TraesCS2D02G374200,01:01:01,syntenic,triad,2,ABD
4843,TraesCS2A02G377900,TraesCS2B02G394900,TraesCS2D02G374300,01:01:01,syntenic,triad,2,ABD
4844,TraesCS2A02G378100,TraesCS2B02G395000,TraesCS2D02G374400,01:01:01,syntenic,triad,2,ABD
4845,TraesCS2A02G378200,TraesCS2B02G395100,TraesCS2D02G374500,01:01:01,syntenic,triad,2,ABD
4846,TraesCS2A02G378300,TraesCS2B02G395200,TraesCS2D02G374600,01:01:01,syntenic,triad,2,ABD
4847,TraesCS2A02G378400,TraesCS2B02G395400,TraesCS2D02G374700,01:01:01,syntenic,triad,2,ABD
4848,TraesCS2A02G378800,TraesCS2B02G395800,TraesCS2D02G374800,01:01:01,syntenic,triad,2,ABD
4849,TraesCS2A02G378700,TraesCS2B02G395700,TraesCS2D02G374900,01:01:01,syntenic,triad,2,ABD
4850,TraesCS2A02G378600,TraesCS2B02G395600,TraesCS2D02G375000,01:01:01,syntenic,triad,2,ABD
4851,TraesCS2A02G378500,TraesCS2B02G395500,TraesCS2D02G375100,01:01:01,syntenic,triad,2,ABD
4852,TraesCS2A02G378900,TraesCS2B02G395900,TraesCS2D02G375200,01:01:01,syntenic,triad,2,ABD
4853,TraesCS2A02G379000,TraesCS2B02G396000,TraesCS2D02G375300,01:01:01,syntenic,triad,2,ABD
4854,TraesCS2A02G379300,TraesCS2B02G396200,TraesCS2D02G375500,01:01:01,syntenic,triad,2,ABD
4855,TraesCS2A02G379400,TraesCS2B02G396300,TraesCS2D02G375600,01:01:01,syntenic,triad,2,ABD
4856,TraesCS2A02G379500,TraesCS2B02G396400,TraesCS2D02G375700,01:01:01,syntenic,triad,2,ABD
4857,TraesCS2A02G379600,TraesCS2B02G396500,TraesCS2D02G375800,01:01:01,syntenic,triad,2,ABD
4858,TraesCS2A02G379700,TraesCS2B02G396600,TraesCS2D02G375900,01:01:01,syntenic,triad,2,ABD
4859,TraesCS2A02G379800,TraesCS2B02G396700,TraesCS2D02G376000,01:01:01,syntenic,triad,2,ABD
4860,TraesCS2A02G379900,TraesCS2B02G396800,TraesCS2D02G376100,01:01:01,syntenic,triad,2,ABD
4861,TraesCS2A02G380000,TraesCS2B02G396900,TraesCS2D02G376200,01:01:01,syntenic,triad,2,ABD
4862,TraesCS2A02G380100,TraesCS2B02G397000,TraesCS2D02G376300,01:01:01,syntenic,triad,2,ABD
4863,TraesCS2A02G380200,TraesCS2B02G397200,TraesCS2D02G376400,01:01:01,syntenic,triad,2,ABD
4864,TraesCS2A02G380300,TraesCS2B02G397300,TraesCS2D02G376600,01:01:01,syntenic,triad,2,ABD
4865,TraesCS2A02G380400,TraesCS2B02G397400,TraesCS2D02G376700,01:01:01,syntenic,triad,2,ABD
4866,TraesCS2A02G380500,TraesCS2B02G397500,TraesCS2D02G376800,01:01:01,syntenic,triad,2,ABD
4867,TraesCS2A02G380600,TraesCS2B02G397600,TraesCS2D02G376900,01:01:01,syntenic,triad,2,ABD
4868,TraesCS2A02G380700,TraesCS2B02G397800,TraesCS2D02G377000,01:01:01,syntenic,triad,2,ABD
4869,TraesCS2A02G381200,TraesCS2B02G398500,TraesCS2D02G377700,01:01:01,syntenic,triad,2,ABD
4870,TraesCS2A02G381300,TraesCS2B02G398600,TraesCS2D02G377800,01:01:01,syntenic,triad,2,ABD
4871,TraesCS2A02G381600,TraesCS2B02G398900,TraesCS2D02G378100,01:01:01,syntenic,triad,2,ABD
4872,TraesCS2A02G381700,TraesCS2B02G399000,TraesCS2D02G378200,01:01:01,syntenic,triad,2,ABD
4873,TraesCS2A02G381800,TraesCS2B02G399100,TraesCS2D02G378300,01:01:01,syntenic,triad,2,ABD
4874,TraesCS2A02G381900,TraesCS2B02G399200,TraesCS2D02G378400,01:01:01,syntenic,triad,2,ABD
4875,TraesCS2A02G382000,TraesCS2B02G399300,TraesCS2D02G378500,01:01:01,syntenic,triad,2,ABD
4876,TraesCS2A02G382200,TraesCS2B02G399600,TraesCS2D02G378700,01:01:01,syntenic,triad,2,ABD
4877,TraesCS2A02G382400,TraesCS2B02G399700,TraesCS2D02G378800,01:01:01,syntenic,triad,2,ABD
4878,TraesCS2A02G382500,TraesCS2B02G399800,TraesCS2D02G378900,01:01:01,syntenic,triad,2,ABD
4879,TraesCS2A02G382700,TraesCS2B02G400000,TraesCS2D02G379000,01:01:01,syntenic,triad,2,ABD
4880,TraesCS2A02G382900,TraesCS2B02G400100,TraesCS2D02G379200,01:01:01,syntenic,triad,2,ABD
4881,TraesCS2A02G383000,TraesCS2B02G400200,TraesCS2D02G379300,01:01:01,syntenic,triad,2,ABD
4882,TraesCS2A02G383100,TraesCS2B02G400300,TraesCS2D02G379400,01:01:01,syntenic,triad,2,ABD
4883,TraesCS2A02G383200,TraesCS2B02G400400,TraesCS2D02G379500,01:01:01,syntenic,triad,2,ABD
4884,TraesCS2A02G383300,TraesCS2B02G400500,TraesCS2D02G379600,01:01:01,syntenic,triad,2,ABD
4885,TraesCS2A02G383600,TraesCS2B02G400600,TraesCS2D02G379700,01:01:01,syntenic,triad,2,ABD
4886,TraesCS2A02G383700,TraesCS2B02G400700,TraesCS2D02G379800,01:01:01,syntenic,triad,2,ABD
4887,TraesCS2A02G186000,TraesCS2B02G400800,TraesCS2D02G379900,01:01:01,syntenic,triad,2,ABD
4888,TraesCS2A02G384200,TraesCS2B02G401400,TraesCS2D02G380900,01:01:01,syntenic,triad,2,ABD
4889,TraesCS2A02G384300,TraesCS2B02G401500,TraesCS2D02G381000,01:01:01,syntenic,triad,2,ABD
4890,TraesCS2A02G384700,TraesCS2B02G401700,TraesCS2D02G381400,01:01:01,syntenic,triad,2,ABD
4891,TraesCS2A02G384800,TraesCS2B02G401800,TraesCS2D02G381500,01:01:01,syntenic,triad,2,ABD
4892,TraesCS2A02G384900,TraesCS2B02G401900,TraesCS2D02G381600,01:01:01,syntenic,triad,2,ABD
4893,TraesCS2A02G385000,TraesCS2B02G402000,TraesCS2D02G381700,01:01:01,syntenic,triad,2,ABD
4894,TraesCS2A02G385200,TraesCS2B02G402100,TraesCS2D02G381900,01:01:01,syntenic,triad,2,ABD
4895,TraesCS2A02G385300,TraesCS2B02G402200,TraesCS2D02G382000,01:01:01,syntenic,triad,2,ABD
4896,TraesCS2A02G385400,TraesCS2B02G402300,TraesCS2D02G382100,01:01:01,syntenic,triad,2,ABD
4897,TraesCS2A02G385500,TraesCS2B02G402400,TraesCS2D02G382200,01:01:01,syntenic,triad,2,ABD
4898,TraesCS2A02G385600,TraesCS2B02G402500,TraesCS2D02G382300,01:01:01,syntenic,triad,2,ABD
4899,TraesCS2A02G385900,TraesCS2B02G402800,TraesCS2D02G382400,01:01:01,syntenic,triad,2,ABD
4900,TraesCS2A02G386000,TraesCS2B02G402900,TraesCS2D02G382500,01:01:01,syntenic,triad,2,ABD
4901,TraesCS2A02G386100,TraesCS2B02G403000,TraesCS2D02G382600,01:01:01,syntenic,triad,2,ABD
4902,TraesCS2A02G386200,TraesCS2B02G403100,TraesCS2D02G382700,01:01:01,syntenic,triad,2,ABD
4903,TraesCS2A02G386300,TraesCS2B02G403300,TraesCS2D02G382800,01:01:01,syntenic,triad,2,ABD
4904,TraesCS2A02G386400,TraesCS2B02G403800,TraesCS2D02G383200,01:01:01,syntenic,triad,2,ABD
4905,TraesCS2A02G386600,TraesCS2B02G404200,TraesCS2D02G383400,01:01:01,syntenic,triad,2,ABD
4906,TraesCS2A02G386700,TraesCS2B02G404300,TraesCS2D02G383500,01:01:01,syntenic,triad,2,ABD
4907,TraesCS2A02G386800,TraesCS2B02G404400,TraesCS2D02G383600,01:01:01,syntenic,triad,2,ABD
4908,TraesCS2A02G386900,TraesCS2B02G404500,TraesCS2D02G383700,01:01:01,syntenic,triad,2,ABD
4909,TraesCS2A02G387000,TraesCS2B02G404600,TraesCS2D02G383800,01:01:01,syntenic,triad,2,ABD
4910,TraesCS3A02G450400,TraesCS3B02G487500,TraesCS2D02G384300,01:01:01,non_syntenic,triad,,ABD
4911,TraesCS2A02G387200,TraesCS2B02G404900,TraesCS2D02G384600,01:01:01,syntenic,triad,2,ABD
4912,TraesCS2A02G387400,TraesCS2B02G405200,TraesCS2D02G385000,01:01:01,syntenic,triad,2,ABD
4913,TraesCS2A02G387500,TraesCS2B02G405300,TraesCS2D02G385100,01:01:01,syntenic,triad,2,ABD
4914,TraesCS2A02G387700,TraesCS2B02G405500,TraesCS2D02G385200,01:01:01,syntenic,triad,2,ABD
4915,TraesCS2A02G387800,TraesCS2B02G405600,TraesCS2D02G385300,01:01:01,syntenic,triad,2,ABD
4916,TraesCS2A02G387900,TraesCS2B02G406000,TraesCS2D02G385700,01:01:01,syntenic,triad,2,ABD
4917,TraesCS2A02G388000,TraesCS2B02G405900,TraesCS2D02G385800,01:01:01,syntenic,triad,2,ABD
4918,TraesCS2A02G388100,TraesCS2B02G406100,TraesCS2D02G385900,01:01:01,syntenic,triad,2,ABD
4919,TraesCS2A02G388200,TraesCS2B02G406200,TraesCS2D02G386000,01:01:01,syntenic,triad,2,ABD
4920,TraesCS2A02G388300,TraesCS2B02G406400,TraesCS2D02G386100,01:01:01,syntenic,triad,2,ABD
4921,TraesCS2A02G388400,TraesCS2B02G406500,TraesCS2D02G386200,01:01:01,syntenic,triad,2,ABD
4922,TraesCS2A02G388500,TraesCS2B02G406600,TraesCS2D02G386300,01:01:01,syntenic,triad,2,ABD
4923,TraesCS2A02G388600,TraesCS2B02G406700,TraesCS2D02G386400,01:01:01,syntenic,triad,2,ABD
4924,TraesCS2A02G388800,TraesCS2B02G406800,TraesCS2D02G386600,01:01:01,syntenic,triad,2,ABD
4925,TraesCS2A02G388900,TraesCS2B02G406900,TraesCS2D02G386700,01:01:01,syntenic,triad,2,ABD
4926,TraesCS2A02G389000,TraesCS2B02G407000,TraesCS2D02G386800,01:01:01,syntenic,triad,2,ABD
4927,TraesCS2A02G389100,TraesCS2B02G407100,TraesCS2D02G386900,01:01:01,syntenic,triad,2,ABD
4928,TraesCS2A02G389200,TraesCS2B02G407400,TraesCS2D02G387100,01:01:01,syntenic,triad,2,ABD
4929,TraesCS2A02G389300,TraesCS2B02G407500,TraesCS2D02G387200,01:01:01,syntenic,triad,2,ABD
4930,TraesCS2A02G389400,TraesCS2B02G407600,TraesCS2D02G387300,01:01:01,syntenic,triad,2,ABD
4931,TraesCS2A02G389500,TraesCS2B02G407700,TraesCS2D02G387400,01:01:01,syntenic,triad,2,ABD
4932,TraesCS2A02G391200,TraesCS2B02G407800,TraesCS2D02G387500,01:01:01,syntenic,triad,2,ABD
4933,TraesCS2A02G391100,TraesCS2B02G407900,TraesCS2D02G387600,01:01:01,syntenic,triad,2,ABD
4934,TraesCS2A02G391000,TraesCS2B02G408000,TraesCS2D02G387700,01:01:01,syntenic,triad,2,ABD
4935,TraesCS2A02G390800,TraesCS2B02G408500,TraesCS2D02G387800,01:01:01,syntenic,triad,2,ABD
4936,TraesCS2A02G390700,TraesCS2B02G408600,TraesCS2D02G387900,01:01:01,syntenic,triad,2,ABD
4937,TraesCS2A02G390600,TraesCS2B02G408800,TraesCS2D02G388100,01:01:01,syntenic,triad,2,ABD
4938,TraesCS2A02G390500,TraesCS2B02G408900,TraesCS2D02G388200,01:01:01,syntenic,triad,2,ABD
4939,TraesCS2A02G390200,TraesCS2B02G409000,TraesCS2D02G388400,01:01:01,syntenic,triad,2,ABD
4940,TraesCS2A02G390100,TraesCS2B02G409100,TraesCS2D02G388600,01:01:01,syntenic,triad,2,ABD
4941,TraesCS2A02G390000,TraesCS2B02G409200,TraesCS2D02G388700,01:01:01,syntenic,triad,2,ABD
4942,TraesCS2A02G389900,TraesCS2B02G409300,TraesCS2D02G388800,01:01:01,syntenic,triad,2,ABD
4943,TraesCS2A02G389800,TraesCS2B02G409400,TraesCS2D02G388900,01:01:01,syntenic,triad,2,ABD
4944,TraesCS2A02G389600,TraesCS2B02G409600,TraesCS2D02G389100,01:01:01,syntenic,triad,2,ABD
4945,TraesCS2A02G391400,TraesCS2B02G409900,TraesCS2D02G389700,01:01:01,syntenic,triad,2,ABD
4946,TraesCS2A02G391500,TraesCS2B02G410000,TraesCS2D02G389800,01:01:01,syntenic,triad,2,ABD
4947,TraesCS2A02G391600,TraesCS2B02G410100,TraesCS2D02G389900,01:01:01,syntenic,triad,2,ABD
4948,TraesCS2A02G391700,TraesCS2B02G410200,TraesCS2D02G390000,01:01:01,syntenic,triad,2,ABD
4949,TraesCS2A02G391900,TraesCS2B02G410300,TraesCS2D02G390100,01:01:01,syntenic,triad,2,ABD
4950,TraesCS2A02G392100,TraesCS2B02G410400,TraesCS2D02G390200,01:01:01,syntenic,triad,2,ABD
4951,TraesCS2A02G392200,TraesCS2B02G410500,TraesCS2D02G390300,01:01:01,syntenic,triad,2,ABD
4952,TraesCS2A02G392300,TraesCS3B02G224100,TraesCS2D02G390400,01:01:01,non_syntenic,triad,,ABD
4953,TraesCS2A02G392400,TraesCS2B02G410600,TraesCS2D02G390500,01:01:01,syntenic,triad,2,ABD
4954,TraesCS2A02G392500,TraesCS2B02G410700,TraesCS2D02G390600,01:01:01,syntenic,triad,2,ABD
4955,TraesCS2A02G392600,TraesCS2B02G410800,TraesCS2D02G390700,01:01:01,syntenic,triad,2,ABD
4956,TraesCS2A02G392800,TraesCS2B02G410900,TraesCS2D02G390900,01:01:01,syntenic,triad,2,ABD
4957,TraesCS2A02G392900,TraesCS2B02G411000,TraesCS2D02G391000,01:01:01,syntenic,triad,2,ABD
4958,TraesCS2A02G393000,TraesCS2B02G411100,TraesCS2D02G391100,01:01:01,syntenic,triad,2,ABD
4959,TraesCS2A02G393500,TraesCS2B02G411500,TraesCS2D02G391400,01:01:01,syntenic,triad,2,ABD
4960,TraesCS2A02G393700,TraesCS2B02G411700,TraesCS2D02G391600,01:01:01,syntenic,triad,2,ABD
4961,TraesCS2A02G393800,TraesCS2B02G411800,TraesCS2D02G391700,01:01:01,syntenic,triad,2,ABD
4962,TraesCS2A02G393900,TraesCS2B02G411900,TraesCS2D02G391800,01:01:01,syntenic,triad,2,ABD
4963,TraesCS2A02G394100,TraesCS2B02G412100,TraesCS2D02G391900,01:01:01,syntenic,triad,2,ABD
4964,TraesCS2A02G394500,TraesCS2B02G412500,TraesCS2D02G392200,01:01:01,syntenic,triad,2,ABD
4965,TraesCS2A02G394600,TraesCS2B02G412600,TraesCS2D02G392300,01:01:01,syntenic,triad,2,ABD
4966,TraesCS2A02G394700,TraesCS2B02G412700,TraesCS2D02G392400,01:01:01,syntenic,triad,2,ABD
4967,TraesCS2A02G395100,TraesCS2B02G413200,TraesCS2D02G392500,01:01:01,syntenic,triad,2,ABD
4968,TraesCS2A02G395000,TraesCS2B02G413000,TraesCS2D02G392800,01:01:01,syntenic,triad,2,ABD
4969,TraesCS2A02G394900,TraesCS2B02G412900,TraesCS2D02G392900,01:01:01,syntenic,triad,2,ABD
4970,TraesCS2A02G395200,TraesCS2B02G413300,TraesCS2D02G393000,01:01:01,syntenic,triad,2,ABD
4971,TraesCS2A02G395300,TraesCS2B02G413400,TraesCS2D02G393100,01:01:01,syntenic,triad,2,ABD
4972,TraesCS2A02G395400,TraesCS2B02G413500,TraesCS2D02G393200,01:01:01,syntenic,triad,2,ABD
4973,TraesCS2A02G395800,TraesCS2B02G414100,TraesCS2D02G393500,01:01:01,syntenic,triad,2,ABD
4974,TraesCS2A02G395900,TraesCS2B02G414200,TraesCS2D02G393600,01:01:01,syntenic,triad,2,ABD
4975,TraesCS2A02G396000,TraesCS2B02G414300,TraesCS2D02G393700,01:01:01,syntenic,triad,2,ABD
4976,TraesCS2A02G396100,TraesCS2B02G414400,TraesCS2D02G393800,01:01:01,syntenic,triad,2,ABD
4977,TraesCS2A02G396200,TraesCS2B02G414500,TraesCS2D02G393900,01:01:01,syntenic,triad,2,ABD
4978,TraesCS2A02G396300,TraesCS2B02G414600,TraesCS2D02G394000,01:01:01,syntenic,triad,2,ABD
4979,TraesCS2A02G396400,TraesCS2B02G414800,TraesCS2D02G394200,01:01:01,syntenic,triad,2,ABD
4980,TraesCS2A02G396500,TraesCS2B02G414900,TraesCS2D02G394300,01:01:01,syntenic,triad,2,ABD
4981,TraesCS2A02G396600,TraesCS2B02G415000,TraesCS2D02G394400,01:01:01,syntenic,triad,2,ABD
4982,TraesCS2A02G396800,TraesCS2B02G415100,TraesCS2D02G394500,01:01:01,syntenic,triad,2,ABD
4983,TraesCS2A02G396900,TraesCS2B02G415200,TraesCS2D02G394700,01:01:01,syntenic,triad,2,ABD
4984,TraesCS2A02G397000,TraesCS2B02G415300,TraesCS2D02G394800,01:01:01,syntenic,triad,2,ABD
4985,TraesCS2A02G397100,TraesCS2B02G415400,TraesCS2D02G394900,01:01:01,syntenic,triad,2,ABD
4986,TraesCS2A02G397200,TraesCS2B02G415500,TraesCS2D02G395000,01:01:01,syntenic,triad,2,ABD
4987,TraesCS2A02G397300,TraesCS2B02G415600,TraesCS2D02G395100,01:01:01,syntenic,triad,2,ABD
4988,TraesCS2A02G397800,TraesCS2B02G416000,TraesCS2D02G395500,01:01:01,syntenic,triad,2,ABD
4989,TraesCS2A02G398000,TraesCS2B02G416100,TraesCS2D02G395700,01:01:01,syntenic,triad,2,ABD
4990,TraesCS2A02G398100,TraesCS2B02G416200,TraesCS2D02G395800,01:01:01,syntenic,triad,2,ABD
4991,TraesCS2A02G398300,TraesCS2B02G416300,TraesCS2D02G395900,01:01:01,syntenic,triad,2,ABD
4992,TraesCS2A02G398500,TraesCS2B02G416400,TraesCS2D02G396000,01:01:01,syntenic,triad,2,ABD
4993,TraesCS2A02G398600,TraesCS2B02G416500,TraesCS2D02G396100,01:01:01,syntenic,triad,2,ABD
4994,TraesCS2A02G398700,TraesCS2B02G416600,TraesCS2D02G396200,01:01:01,syntenic,triad,2,ABD
4995,TraesCS2A02G398800,TraesCS2B02G416700,TraesCS2D02G396300,01:01:01,syntenic,triad,2,ABD
4996,TraesCS2A02G398900,TraesCS2B02G416900,TraesCS2D02G396400,01:01:01,syntenic,triad,2,ABD
4997,TraesCS2A02G399000,TraesCS2B02G417000,TraesCS2D02G396500,01:01:01,syntenic,triad,2,ABD
4998,TraesCS2A02G399100,TraesCS2B02G417100,TraesCS2D02G396600,01:01:01,syntenic,triad,2,ABD
4999,TraesCS2A02G399200,TraesCS2B02G417200,TraesCS2D02G396700,01:01:01,syntenic,triad,2,ABD
5000,TraesCS2A02G399300,TraesCS2B02G417300,TraesCS2D02G396800,01:01:01,syntenic,triad,2,ABD
5001,TraesCS2A02G399400,TraesCS2B02G417400,TraesCS2D02G396900,01:01:01,syntenic,triad,2,ABD
5002,TraesCS2A02G399500,TraesCS2B02G417500,TraesCS2D02G397000,01:01:01,syntenic,triad,2,ABD
5003,TraesCS2A02G399600,TraesCS2B02G417600,TraesCS2D02G397100,01:01:01,syntenic,triad,2,ABD
5004,TraesCS2A02G399700,TraesCS2B02G417700,TraesCS2D02G397200,01:01:01,syntenic,triad,2,ABD
5005,TraesCS2A02G399900,TraesCS2B02G417900,TraesCS2D02G397500,01:01:01,syntenic,triad,2,ABD
5006,TraesCS2A02G400000,TraesCS2B02G418100,TraesCS2D02G397600,01:01:01,syntenic,triad,2,ABD
5007,TraesCS2A02G400100,TraesCS2B02G418200,TraesCS2D02G397700,01:01:01,syntenic,triad,2,ABD
5008,TraesCS2A02G400200,TraesCS2B02G418300,TraesCS2D02G397800,01:01:01,syntenic,triad,2,ABD
5009,TraesCS2A02G400300,TraesCS2B02G418400,TraesCS2D02G397900,01:01:01,syntenic,triad,2,ABD
5010,TraesCS2A02G400400,TraesCS2B02G418500,TraesCS2D02G398000,01:01:01,syntenic,triad,2,ABD
5011,TraesCS2A02G400500,TraesCS2B02G418600,TraesCS2D02G398100,01:01:01,syntenic,triad,2,ABD
5012,TraesCS2A02G400600,TraesCS2B02G418700,TraesCS2D02G398200,01:01:01,syntenic,triad,2,ABD
5013,TraesCS2A02G400900,TraesCS2B02G419000,TraesCS2D02G398400,01:01:01,syntenic,triad,2,ABD
5014,TraesCS2A02G401200,TraesCS2B02G419200,TraesCS2D02G398600,01:01:01,syntenic,triad,2,ABD
5015,TraesCS2A02G401400,TraesCS2B02G419400,TraesCS2D02G398700,01:01:01,syntenic,triad,2,ABD
5016,TraesCS2A02G401500,TraesCS2B02G419500,TraesCS2D02G398800,01:01:01,syntenic,triad,2,ABD
5017,TraesCS2A02G401600,TraesCS2B02G419600,TraesCS2D02G399000,01:01:01,syntenic,triad,2,ABD
5018,TraesCS2A02G401700,TraesCS2B02G419800,TraesCS2D02G399100,01:01:01,syntenic,triad,2,ABD
5019,TraesCS2A02G401800,TraesCS2B02G419900,TraesCS2D02G399300,01:01:01,syntenic,triad,2,ABD
5020,TraesCS2A02G402000,TraesCS2B02G420100,TraesCS2D02G399400,01:01:01,syntenic,triad,2,ABD
5021,TraesCS2A02G402200,TraesCS2B02G420400,TraesCS2D02G399500,01:01:01,syntenic,triad,2,ABD
5022,TraesCS2A02G402300,TraesCS2B02G420500,TraesCS2D02G399600,01:01:01,syntenic,triad,2,ABD
5023,TraesCS2A02G402400,TraesCS2B02G420600,TraesCS2D02G399700,01:01:01,syntenic,triad,2,ABD
5024,TraesCS2A02G402600,TraesCS2B02G420700,TraesCS2D02G399900,01:01:01,syntenic,triad,2,ABD
5025,TraesCS2A02G402700,TraesCS2B02G420900,TraesCS2D02G400100,01:01:01,syntenic,triad,2,ABD
5026,TraesCS2A02G403100,TraesCS2B02G421000,TraesCS2D02G400200,01:01:01,syntenic,triad,2,ABD
5027,TraesCS2A02G403200,TraesCS2B02G421100,TraesCS2D02G400300,01:01:01,syntenic,triad,2,ABD
5028,TraesCS2A02G403300,TraesCS2B02G421200,TraesCS2D02G400400,01:01:01,syntenic,triad,2,ABD
5029,TraesCS2A02G403371,TraesCS2B02G421400,TraesCS2D02G400500,01:01:01,syntenic,triad,2,ABD
5030,TraesCS2A02G403400,TraesCS2B02G421500,TraesCS2D02G400600,01:01:01,syntenic,triad,2,ABD
5031,TraesCS2A02G403600,TraesCS2B02G421600,TraesCS2D02G400700,01:01:01,syntenic,triad,2,ABD
5032,TraesCS2A02G403700,TraesCS2B02G421700,TraesCS2D02G400800,01:01:01,syntenic,triad,2,ABD
5033,TraesCS2A02G403800,TraesCS2B02G421800,TraesCS2D02G400900,01:01:01,syntenic,triad,2,ABD
5034,TraesCS2A02G404000,TraesCS2B02G421900,TraesCS2D02G401000,01:01:01,syntenic,triad,2,ABD
5035,TraesCS2A02G404100,TraesCS2B02G422000,TraesCS2D02G401100,01:01:01,syntenic,triad,2,ABD
5036,TraesCS2A02G404200,TraesCS2B02G422200,TraesCS2D02G401200,01:01:01,syntenic,triad,2,ABD
5037,TraesCS2A02G404400,TraesCS2B02G422300,TraesCS2D02G401300,01:01:01,syntenic,triad,2,ABD
5038,TraesCS2A02G404500,TraesCS2B02G422400,TraesCS2D02G401400,01:01:01,syntenic,triad,2,ABD
5039,TraesCS2A02G404600,TraesCS2B02G422500,TraesCS2D02G401500,01:01:01,syntenic,triad,2,ABD
5040,TraesCS2A02G404700,TraesCS2B02G422700,TraesCS2D02G401600,01:01:01,syntenic,triad,2,ABD
5041,TraesCS2A02G404800,TraesCS2B02G422800,TraesCS2D02G401700,01:01:01,syntenic,triad,2,ABD
5042,TraesCS2A02G404900,TraesCS2B02G422900,TraesCS2D02G401800,01:01:01,syntenic,triad,2,ABD
5043,TraesCS2A02G405000,TraesCS2B02G423100,TraesCS2D02G401900,01:01:01,syntenic,triad,2,ABD
5044,TraesCS2A02G405100,TraesCS2B02G423200,TraesCS2D02G402000,01:01:01,syntenic,triad,2,ABD
5045,TraesCS2A02G405300,TraesCS2B02G423300,TraesCS2D02G402100,01:01:01,syntenic,triad,2,ABD
